KOST_Question_ID,Function,CBTA_Subtask,Current_Individual_FR_Status_Bucket,Current_Individual_FR_Status_Full_Text,Historical_Topic_Analysis_Conclusion,Bookshelf_Evidence_Found,DGR_Reference,Evidence_Location_File,Tested_Claim_Supported,Full_Text_Recoverable,Correct_Answer_Recoverable,Final_Reconciled_Status,Reason,Next_Action
Q-7.8-044,7.8,0.5.2 Reconnaître les prescriptions de base concernant l'étiquetage,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — exam Q18 (F-KOST 05), practice Q21 (F-KOST 09, identical wording, no marked key in either extracted PDF), resolved by direct cross-reference ",docs/DGR_PRODUCTION_BANK_7.8.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.8-045,7.8,0.5.2 Reconnaître les prescriptions de base concernant l'étiquetage,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §7.1.4.1(a)(b) RATIONALE: Live Bookshelf check 2026-08-29: DGR §7.1.4.1 requires both (a) the proper shipping name plus UN/ID number and (b) ""les NOM ET ADRESSE COMPLETS de l'expéditeur et du destinataire"" on every package containing dangerous goods — confirming the tested ""all of the below"" answer combining both marking elements.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§7.1.4.1(a)(b), §7.1.4.1",docs/DGR_PRODUCTION_BANK_7.8.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §7.1.4.1(a)(b) RATIONALE: Live Bookshelf check 2026-08-29: DGR §7.1.4.1 requires both (a) the proper shipping name plus UN/ID number and (b) ""les NOM ET ADRESSE COMPLETS de l'expéditeur et du destinataire"" on every package containing dangerous goods — confirming the tested ""all of the below"" answer combining both marking elements.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.8-046,7.8,0.5.2 Reconnaître les prescriptions de base concernant l'étiquetage,PARTIAL,"PARTIALLY CONFIRMED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: PARTIALLY CONFIRMED SOURCE: §9.3.1.1 + Table 4.2 column structure RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.1.1 confirms goods bearing the CAO label must not be carried on passenger aircraft, and Table 4.2's own column structure splits DG entries into passenger+cargo-permitted vs cargo-only categories — together these support the general principle tested, but no single DGR clause was found stating verbatim that the CAO label is used ""only"" for goods forbidden on passenger but allowed on cargo aircraft; this remains an inference across two provisions rather than a single direct citation.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§9.3.1.1,docs/DGR_PRODUCTION_BANK_7.8.md,PARTIAL,YES,YES,"PARTIALLY CONFIRMED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: PARTIALLY CONFIRMED SOURCE: §9.3.1.1 + Table 4.2 column structure RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.1.1 confirms goods bearing the CAO label must not be carried on passenger aircraft, and Table 4.2's own column structure splits DG entries into passenger+cargo-permitted vs cargo-only categories — together these support the general principle tested, but no single DGR clause was found stating verbatim that the CAO label is used ""only"" for goods forbidden on passenger but allowed on cargo aircraft; this remains an inference across two provisions rather than a single direct citation.","Some part of the item's claim is Tier A-confirmed; another part (a distractor, a specific wording, or a sub-claim) is not independently located in current DGR text.","Needs a further, more targeted Bookshelf lookup to close the remaining gap before it can become FROZEN, or wording revision to test only the confirmed part."
Q-7.8-047,7.8,0.5.3 Déterminer les documents exigés,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.8 course, slide 95 (Documentation DGR 8.0.1, LTA DGR 8.2), cross-checked against slide 68 (excepted- quantities LTA wording,  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.8.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.8 course, slide 95 (Documentation DGR 8.0.1, LTA DGR 8.2), cross-checked against slide 68 (excepted- quantities LTA wording,  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.8-048,7.8,0.6.2 Comprendre les exigences d'intervention d'urgence de l'employeur,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.8 course, slide 106 (""Information sur l'intervention d'urgence,"" Responsabilités de l'exploitant), the same single sentence a",docs/DGR_PRODUCTION_BANK_7.8.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.8-049,7.8,6.2.2 Interpréter la NOTOC,FROZEN,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §9.5.1.1.10 (Tier
A), 2026-08-25.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§9.5.1.1.10,docs/DGR_PRODUCTION_BANK_7.8.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §9.5.1.1.10 (Tier
A), 2026-08-25.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.8-050,7.8,6.2.2 Interpréter la NOTOC,PARTIAL,"PARTIALLY CONFIRMED — rationale not independently found as a standalone
DGR clause; distractors Tier A-confirmed wrong via §9.5.1.1.6.

**Reconciliation (2026-08-26):** OLD STATUS: DRAFT (topic-analysis conclusion had been reached but never stamped in this field before this reconciliation pass). NEW STATUS: PARTIALLY CONFIRMED. SOURCE: this item's own previously-recorded Tier A finding (see text above), now materialized. RATIONALE: the item's own rationale is not independently found as a standalone DGR clause, but its distractors are Tier A-confirmed wrong via §9.5.1.1.6.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§9.5.1.1.6., §9.5.1.1, §9.5.1.1.1, §9.5.1.1.6",docs/DGR_PRODUCTION_BANK_7.8.md,PARTIAL,YES,YES,"PARTIALLY CONFIRMED — rationale not independently found as a standalone
DGR clause; distractors Tier A-confirmed wrong via §9.5.1.1.6.

**Reconciliation (2026-08-26):** OLD STATUS: DRAFT (topic-analysis conclusion had been reached but never stamped in this field before this reconciliation pass). NEW STATUS: PARTIALLY CONFIRMED. SOURCE: this item's own previously-recorded Tier A finding (see text above), now materialized. RATIONALE: the item's own rationale is not independently found as a standalone DGR clause, but its distractors are Tier A-confirmed wrong via §9.5.1.1.6.","Some part of the item's claim is Tier A-confirmed; another part (a distractor, a specific wording, or a sub-claim) is not independently located in current DGR text.","Needs a further, more targeted Bookshelf lookup to close the remaining gap before it can become FROZEN, or wording revision to test only the confirmed part."
Q-7.8-051,7.8,6.2.3 Appliquer les procédures en cas d'urgence,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.8 course, slide 111 (""Fret ou bagages contaminés,"" post-confirmation obligation), cross-checked against slide 110 (the pre-co",docs/DGR_PRODUCTION_BANK_7.8.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.9-001,7.9,0.2.3 Être au courant des dispositions s'appliquant aux passagers,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §2.3.1.4 Armes électriques. RATIONALE: Live Bookshelf check 2026-08-29: identical verbatim match to Q-7.7-021 — DGR §2.3.1.4 confirms the exact prohibition tested.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§2.3.1.4,docs/DGR_PRODUCTION_BANK_7.9.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §2.3.1.4 Armes électriques. RATIONALE: Live Bookshelf check 2026-08-29: identical verbatim match to Q-7.7-021 — DGR §2.3.1.4 confirms the exact prohibition tested.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.9-002,7.9,0.2.3 Être au courant des dispositions s'appliquant aux passagers,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Table 2.3.A note (""Allumettes de sûreté... petit briquet"" entry), citing §2.3.5.8.4(e). RATIONALE: Live Bookshelf check 2026-08-29: DGR Table 2.3.A's note on safety matches/small lighters states verbatim the exact prohibited-item list tested (""allumettes chimiques"" n'exigeant pas de frottoir, briquets ""flamme bleue""/""allume-cigares""/pile au lithium sans capuchon), citing §2.3.5.8.4(e) — an exact match to the course's own citation.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§2.3.5.8.4(e)., §2.3.5.8.4(e)",docs/DGR_PRODUCTION_BANK_7.9.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Table 2.3.A note (""Allumettes de sûreté... petit briquet"" entry), citing §2.3.5.8.4(e). RATIONALE: Live Bookshelf check 2026-08-29: DGR Table 2.3.A's note on safety matches/small lighters states verbatim the exact prohibited-item list tested (""allumettes chimiques"" n'exigeant pas de frottoir, briquets ""flamme bleue""/""allume-cigares""/pile au lithium sans capuchon), citing §2.3.5.8.4(e) — an exact match to the course's own citation.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.9-003,7.9,0.4.1 Trouver de l'information générale sur les classes et les divisions,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.9 course, slide 102 (Transport Index/Category I-White rule), cross-checked against slides 99–101 (loading-location rule for a",docs/DGR_PRODUCTION_BANK_7.9.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.9-004,7.9,0.4.1 Trouver de l'information générale sur les classes et les divisions,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.9 course, slide 73 (DGR 3.0.2), cross-checked against slide 74 (DGR 3.0.3 packing groups, the third distractor's own source)  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.9.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.9 course, slide 73 (DGR 3.0.2), cross-checked against slide 74 (DGR 3.0.3 packing groups, the third distractor's own source)  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.9-005,7.9,0.2.2 Reconnaître les marchandises dangereuses potentiellement cachées,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.9 course, slides 57–60 (hidden-DG recognition indicators), cross-checked against slides 53 (DGR 2.2 hidden-DG definition) and",docs/DGR_PRODUCTION_BANK_7.9.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.9-006,7.9,0.2.2 Reconnaître les marchandises dangereuses potentiellement cachées,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.9 course, slide 61 (hidden-DG prevention recommendations), the closing slide of the same 0.2.2 evidence sequence as Q-7.9-005",docs/DGR_PRODUCTION_BANK_7.9.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.9-007,7.9,0.5.2 Reconnaître les prescriptions de base concernant l'étiquetage,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.9 course, slide 85 (DGR 7.2.2.2, two-type statement), cross-checked against slide 86 (handling-label example), slide 87 (biol RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.9.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.9 course, slide 85 (DGR 7.2.2.2, two-type statement), cross-checked against slide 86 (handling-label example), slide 87 (biol RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.9-008,7.9,0.5.2 Reconnaître les prescriptions de base concernant l'étiquetage,STALE,"STALE CITATION / SOURCE CONFLICT.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: STALE CITATION / SOURCE CONFLICT SOURCE: §8.0.1.2 exemption list: ""ONU 3373, Matière biologique, catégorie B"" vs. ""ONU 3245, Organismes génétiquement modifiés."" RATIONALE: Live Bookshelf check 2026-08-29: same conflict as Q-7.2-042 — current DGR confirms UN 3373 (not UN 3245) is Category B biological substance; the course's own answer key is factually wrong per current DGR 67e AM1.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§8.0.1.2,docs/DGR_PRODUCTION_BANK_7.9.md,NO (as currently worded),YES,YES,"STALE CITATION / SOURCE CONFLICT.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: STALE CITATION / SOURCE CONFLICT SOURCE: §8.0.1.2 exemption list: ""ONU 3373, Matière biologique, catégorie B"" vs. ""ONU 3245, Organismes génétiquement modifiés."" RATIONALE: Live Bookshelf check 2026-08-29: same conflict as Q-7.2-042 — current DGR confirms UN 3373 (not UN 3245) is Category B biological substance; the course's own answer key is factually wrong per current DGR 67e AM1.","The item's own correct answer or its citation conflicts with, or does not match, current DGR 67e AM1 structure/content.",Requires correction of the citation or the tested claim itself before any further status change; re-verify against current DGR after correction.
Q-7.9-009,7.9,5.2.1 Appliquer les prescriptions des exploitants,PARTIAL,"PARTIALLY CONFIRMED — correct answer (passenger-carried DG) Tier
A-confirmed absent from §2.5.1; one distractor (""pièces pour avions"")
falsely implied as a genuine 5th category — current DGR's real 5th
category is ""Produits d'hygiène"" (§2.5.1.4).

**Reconciliation (2026-08-26):** OLD STATUS: DRAFT (topic-analysis conclusion had been reached but never stamped in this field before this reconciliation pass). NEW STATUS: PARTIALLY CONFIRMED. SOURCE: this item's own previously-recorded Tier A finding (see text above), now materialized. RATIONALE: the correct answer is Tier A-confirmed absent from §2.5.1; one distractor is falsely implied as a genuine category (current DGR's real 5th category is ""Produits d'hygiène"", §2.5.1.4).","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§2.5.1, §2.5.1.4)., §2.3, §2.5.1)",docs/DGR_PRODUCTION_BANK_7.9.md,PARTIAL,YES,YES,"PARTIALLY CONFIRMED — correct answer (passenger-carried DG) Tier
A-confirmed absent from §2.5.1; one distractor (""pièces pour avions"")
falsely implied as a genuine 5th category — current DGR's real 5th
category is ""Produits d'hygiène"" (§2.5.1.4).

**Reconciliation (2026-08-26):** OLD STATUS: DRAFT (topic-analysis conclusion had been reached but never stamped in this field before this reconciliation pass). NEW STATUS: PARTIALLY CONFIRMED. SOURCE: this item's own previously-recorded Tier A finding (see text above), now materialized. RATIONALE: the correct answer is Tier A-confirmed absent from §2.5.1; one distractor is falsely implied as a genuine category (current DGR's real 5th category is ""Produits d'hygiène"", §2.5.1.4).","Some part of the item's claim is Tier A-confirmed; another part (a distractor, a specific wording, or a sub-claim) is not independently located in current DGR text.","Needs a further, more targeted Bookshelf lookup to close the remaining gap before it can become FROZEN, or wording revision to test only the confirmed part."
Q-7.9-010,7.9,5.2.2 Vérifier les prescriptions concernant les bagages des passagers,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.10.3 (cross-ref. §2.3.4.5). RATIONALE: Live Bookshelf check 2026-08-29: identical verbatim match to Q-7.5-014 — DGR §9.3.10.3 confirms the dry-ice baggage marking + 2.5kg quantity requirement tested.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§9.3.10.3, §2.3.4.5).",docs/DGR_PRODUCTION_BANK_7.9.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.10.3 (cross-ref. §2.3.4.5). RATIONALE: Live Bookshelf check 2026-08-29: identical verbatim match to Q-7.5-014 — DGR §9.3.10.3 confirms the dry-ice baggage marking + 2.5kg quantity requirement tested.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.9-011,7.9,5.2.2 Vérifier les prescriptions concernant les bagages des passagers,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.9 course, slide 47 (DGR 2.3 general prohibition), cross-checked against slide 51 (""Limites — Dispositions relatives aux passa RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.9.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.9 course, slide 47 (DGR 2.3 general prohibition), cross-checked against slide 51 (""Limites — Dispositions relatives aux passa RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.9-012,7.9,6.2.1 S'occuper des marchandises dangereuses non permises dans les bagages,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.9 course, slide 111, followed directly by slide 112 (if DG contamination is confirmed, the operator ""doit prendre des mesures",docs/DGR_PRODUCTION_BANK_7.9.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
